service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_name
162583,0,0,0,0,0,1,1,20260328,20191230,Выходные дни
168331,1,1,1,1,1,0,0,20260707,20191230,Будние дни
168332,0,0,0,0,0,1,1,20260707,20191230,Выходные дни
167693,1,1,1,1,1,0,0,20260701,20191230,Будние дни
167694,0,0,0,0,0,1,1,20260701,20191230,Выходные дни
160129,1,1,1,1,1,0,0,20260223,20191230,Будние дни
160130,0,0,0,0,0,1,1,20260223,20191230,Выходные дни
168396,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168397,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
168952,1,1,1,1,1,0,0,20260722,20191230,Будние дни
168953,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
156456,1,1,1,1,1,0,0,20251201,20191230,Будние дни
156457,0,0,0,0,0,1,1,20251201,20191230,Выходные дни
161665,1,1,1,1,1,0,0,20260311,20191230,Будние дни
161666,0,0,0,0,0,1,1,20260311,20191230,Выходные дни
161471,1,1,1,1,1,0,0,20260303,20191230,Будние дни
161472,0,0,0,0,0,1,1,20260303,20191230,Выходные дни
168329,1,1,1,1,1,0,0,20260707,20191230,Будние дни
168330,0,0,0,0,0,1,1,20260707,20191230,Выходные дни
168955,0,0,0,0,0,1,1,20260722,20191230,Выходные дни
168954,1,1,1,1,1,0,0,20260722,20191230,Будние дни
164947,1,1,1,1,1,0,0,20260515,20191230,Будние дни
164948,0,0,0,0,0,1,1,20260515,20191230,Выходные дни
168400,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168401,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
162492,1,1,1,1,1,0,0,20260325,20191230,Будние дни
168009,1,1,1,1,1,0,0,20260701,20191230,Будние дни
168010,0,0,0,0,0,1,1,20260701,20191230,Выходные дни
153198,1,1,1,1,1,0,0,20250913,20191230,Будние дни
158123,0,0,0,0,0,1,1,20260103,20191230,Выходные дни
168337,1,1,1,1,1,0,0,20260707,20191230,Будние дни
168338,0,0,0,0,0,1,1,20260707,20191230,Выходные дни
160754,1,1,1,1,1,0,0,20260302,20191230,Будние дни
160755,0,0,0,0,0,1,1,20260302,20191230,Выходные дни
161475,1,1,1,1,1,0,0,20260303,20191230,Будние дни
149536,1,1,1,1,1,0,0,20250716,20191230,Будние дни
168746,0,0,0,0,0,1,1,20260720,20191230,Выходные дни
163217,1,1,1,1,1,0,0,20260415,20191230,Будние дни
163218,0,0,0,0,0,1,1,20260415,20191230,Выходные дни
161476,1,1,1,1,1,0,0,20260303,20191230,Будние дни
161477,0,0,0,0,0,1,1,20260303,20191230,Выходные дни
168405,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
168404,1,1,1,1,1,0,0,20260714,20191230,Будние дни
166362,1,1,1,1,1,0,0,20260530,20191230,Будние дни
167439,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
168003,1,1,1,1,1,0,0,20260701,20191230,Будние дни
168004,0,0,0,0,0,1,1,20260701,20191230,Выходные дни
156858,1,1,1,1,1,0,0,20251202,20191230,Будние дни
156859,0,0,0,0,0,1,1,20251202,20191230,Выходные дни
154869,1,1,1,1,1,0,0,20251013,20191230,Будние дни
158147,0,0,0,0,0,1,1,20260103,20191230,Выходные дни
161458,1,1,1,1,1,0,0,20260303,20191230,Будние дни
168752,0,0,0,0,0,1,1,20260720,20191230,Выходные дни
165385,1,1,1,1,1,0,0,20260523,20191230,Будние дни
163813,0,0,0,0,0,1,1,20260501,20191230,Выходные дни
167196,1,1,1,1,1,0,0,20260622,20191230,Будние дни
167587,0,0,0,0,0,1,1,20260629,20191230,Выходные дни
164964,1,1,1,1,1,0,0,20260516,20191230,Будние дни
168344,0,0,0,0,0,1,1,20260720,20191230,Выходные дни
161484,1,1,1,1,1,0,0,20260303,20191230,Будние дни
161485,0,0,0,0,0,1,1,20260303,20191230,Выходные дни
167585,0,0,0,0,0,1,1,20260629,20191230,Выходные дни
166650,1,1,1,1,1,0,0,20260608,20191230,Будние дни
167246,1,1,1,1,1,0,0,20260620,20191230,Будние дни
167247,0,0,0,0,0,1,1,20260620,20191230,Выходные дни
165644,1,1,1,1,1,0,0,20260523,20191230,Будние дни
165646,0,0,0,0,0,1,1,20260523,20191230,Выходные дни
165387,1,1,1,1,1,0,0,20260523,20191230,Будние дни
163811,0,0,0,0,0,1,1,20260501,20191230,Выходные дни
165689,1,1,1,1,1,0,0,20260528,20191230,Будние дни
167583,0,0,0,0,0,1,1,20260629,20191230,Выходные дни
168015,1,1,1,1,1,0,0,20260701,20191230,Будние дни
168049,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
167198,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167199,0,0,0,0,0,1,1,20260621,20191230,Выходные дни
164928,1,1,1,1,1,0,0,20260518,20191230,Будние дни
167206,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167207,0,0,0,0,0,1,1,20260621,20191230,Выходные дни
166660,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166661,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
158230,1,1,1,1,1,0,0,20251228,20191230,Будние дни
158231,0,0,0,0,0,1,1,20251228,20191230,Выходные дни
163533,1,1,1,1,1,0,0,20260421,20191230,Будние дни
163532,0,0,0,0,0,1,1,20260421,20191230,Выходные дни
163290,0,0,0,0,0,1,1,20260418,20191230,Выходные дни
163289,1,1,1,1,1,0,0,20260418,20191230,Будние дни
161318,1,1,1,1,1,0,0,20260228,20191230,Будние дни
168051,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
151271,1,1,1,1,1,0,0,20250808,20191230,Будние дни
151272,0,0,0,0,0,1,1,20250808,20191230,Выходные дни
167141,1,1,1,1,1,0,0,20260616,20191230,Будние дни
167581,0,0,0,0,0,1,1,20260629,20191230,Выходные дни
168017,1,1,1,1,1,0,0,20260701,20191230,Будние дни
168054,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
159728,1,1,1,1,1,0,0,20260129,20191230,Будние дни
168053,0,0,0,0,0,1,1,20260706,20191230,Выходные дни
166656,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166657,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
166652,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166653,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
167204,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167205,0,0,0,0,0,1,1,20260621,20191230,Выходные дни
157996,1,1,1,1,1,0,0,20251225,20191230,Будние дни
157997,0,0,0,0,0,1,1,20251225,20191230,Выходные дни
159189,1,1,1,1,1,0,0,20260123,20191230,Будние дни
165224,1,1,1,1,1,0,0,20260520,20191230,Будние дни
167579,0,0,0,0,0,1,1,20260628,20191230,Выходные дни
166815,1,1,1,1,1,0,0,20260610,20191230,Будние дни
166816,0,0,0,0,0,1,1,20260610,20191230,Выходные дни
166658,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166659,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
165645,1,1,1,1,1,0,0,20260523,20191230,Будние дни
164927,1,1,1,1,1,0,0,20260518,20191230,Будние дни
167202,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167203,0,0,0,0,0,1,1,20260621,20191230,Выходные дни
165686,1,1,1,1,1,0,0,20260528,20191230,Будние дни
160291,0,0,0,0,0,1,1,20260214,20191230,Выходные дни
168443,1,1,1,1,1,0,0,20260711,20191230,Будние дни
168444,0,0,0,0,0,1,1,20260711,20191230,Выходные дни
167208,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167589,0,0,0,0,0,1,1,20260629,20191230,Выходные дни
164931,1,1,1,1,1,0,0,20260518,20191230,Будние дни
164932,0,0,0,0,0,1,1,20260518,20191230,Выходные дни
166654,1,1,1,1,1,0,0,20260608,20191230,Будние дни
166655,0,0,0,0,0,1,1,20260608,20191230,Выходные дни
164937,1,1,1,1,1,0,0,20260516,20191230,Будние дни
164938,0,0,0,0,0,1,1,20260516,20191230,Выходные дни
167200,1,1,1,1,1,0,0,20260621,20191230,Будние дни
167201,0,0,0,0,0,1,1,20260621,20191230,Выходные дни
165647,1,1,1,1,1,0,0,20260523,20191230,Будние дни
165648,0,0,0,0,0,1,1,20260523,20191230,Выходные дни
168425,1,1,1,1,1,0,0,20260714,20191230,Будние дни
168426,0,0,0,0,0,1,1,20260714,20191230,Выходные дни
158226,1,1,1,1,1,0,0,20251228,20191230,Будние дни
158227,0,0,0,0,0,1,1,20251228,20191230,Выходные дни
